receipt_id,date,vendor,store,subtotal,tax,total,currency,source_msg_id,confidence
19a5f5eb-b0faa1ac,,Naturalia,,,,,EUR,19a5f5ebfc92886d,0.3
19a4ad01-e231e694,,Naturalia,,,,,EUR,19a4ad0127330abb,0.3
19a40de8-be9ebbb9,,Naturalia,,,,,EUR,19a40de80af51e03,0.3
19a3447a-0280b39c,,Naturalia,,,,,EUR,19a3447ae2fbe618,0.3
